date_id,date,year,quarter,month,month_name,day,day_of_week,is_weekend
422,2025-02-25,2025,T1,2,Fevereiro,25,Terça-feira,0
423,2025-02-26,2025,T1,2,Fevereiro,26,Quarta-feira,0
424,2025-02-27,2025,T1,2,Fevereiro,27,Quinta-feira,0
425,2025-02-28,2025,T1,2,Fevereiro,28,Sexta-feira,0
426,2025-03-01,2025,T1,3,Março,1,Sábado,1
427,2025-03-02,2025,T1,3,Março,2,Domingo,1
428,2025-03-03,2025,T1,3,Março,3,Segunda-feira,0
429,2025-03-04,2025,T1,3,Março,4,Terça-feira,0
430,2025-03-05,2025,T1,3,Março,5,Quarta-feira,0
431,2025-03-06,2025,T1,3,Março,6,Quinta-feira,0
432,2025-03-07,2025,T1,3,Março,7,Sexta-feira,0
433,2025-03-08,2025,T1,3,Março,8,Sábado,1
434,2025-03-09,2025,T1,3,Março,9,Domingo,1
435,2025-03-10,2025,T1,3,Março,10,Segunda-feira,0
436,2025-03-11,2025,T1,3,Março,11,Terça-feira,0
437,2025-03-12,2025,T1,3,Março,12,Quarta-feira,0
438,2025-03-13,2025,T1,3,Março,13,Quinta-feira,0
439,2025-03-14,2025,T1,3,Março,14,Sexta-feira,0
440,2025-03-15,2025,T1,3,Março,15,Sábado,1
441,2025-03-16,2025,T1,3,Março,16,Domingo,1
442,2025-03-17,2025,T1,3,Março,17,Segunda-feira,0
443,2025-03-18,2025,T1,3,Março,18,Terça-feira,0
444,2025-03-19,2025,T1,3,Março,19,Quarta-feira,0
445,2025-03-20,2025,T1,3,Março,20,Quinta-feira,0
446,2025-03-21,2025,T1,3,Março,21,Sexta-feira,0
447,2025-03-22,2025,T1,3,Março,22,Sábado,1
448,2025-03-23,2025,T1,3,Março,23,Domingo,1
449,2025-03-24,2025,T1,3,Março,24,Segunda-feira,0
450,2025-03-25,2025,T1,3,Março,25,Terça-feira,0
451,2025-03-26,2025,T1,3,Março,26,Quarta-feira,0
452,2025-03-27,2025,T1,3,Março,27,Quinta-feira,0
453,2025-03-28,2025,T1,3,Março,28,Sexta-feira,0
454,2025-03-29,2025,T1,3,Março,29,Sábado,1
455,2025-03-30,2025,T1,3,Março,30,Domingo,1
456,2025-03-31,2025,T1,3,Março,31,Segunda-feira,0
457,2025-04-01,2025,T2,4,Abril,1,Terça-feira,0
458,2025-04-02,2025,T2,4,Abril,2,Quarta-feira,0
459,2025-04-03,2025,T2,4,Abril,3,Quinta-feira,0
460,2025-04-04,2025,T2,4,Abril,4,Sexta-feira,0
461,2025-04-05,2025,T2,4,Abril,5,Sábado,1
462,2025-04-06,2025,T2,4,Abril,6,Domingo,1
463,2025-04-07,2025,T2,4,Abril,7,Segunda-feira,0
464,2025-04-08,2025,T2,4,Abril,8,Terça-feira,0
465,2025-04-09,2025,T2,4,Abril,9,Quarta-feira,0
466,2025-04-10,2025,T2,4,Abril,10,Quinta-feira,0
467,2025-04-11,2025,T2,4,Abril,11,Sexta-feira,0
468,2025-04-12,2025,T2,4,Abril,12,Sábado,1
469,2025-04-13,2025,T2,4,Abril,13,Domingo,1
470,2025-04-14,2025,T2,4,Abril,14,Segunda-feira,0
471,2025-04-15,2025,T2,4,Abril,15,Terça-feira,0
472,2025-04-16,2025,T2,4,Abril,16,Quarta-feira,0
473,2025-04-17,2025,T2,4,Abril,17,Quinta-feira,0
474,2025-04-18,2025,T2,4,Abril,18,Sexta-feira,0
475,2025-04-19,2025,T2,4,Abril,19,Sábado,1
476,2025-04-20,2025,T2,4,Abril,20,Domingo,1
477,2025-04-21,2025,T2,4,Abril,21,Segunda-feira,0
478,2025-04-22,2025,T2,4,Abril,22,Terça-feira,0
479,2025-04-23,2025,T2,4,Abril,23,Quarta-feira,0
480,2025-04-24,2025,T2,4,Abril,24,Quinta-feira,0
481,2025-04-25,2025,T2,4,Abril,25,Sexta-feira,0
482,2025-04-26,2025,T2,4,Abril,26,Sábado,1
483,2025-04-27,2025,T2,4,Abril,27,Domingo,1
484,2025-04-28,2025,T2,4,Abril,28,Segunda-feira,0
485,2025-04-29,2025,T2,4,Abril,29,Terça-feira,0
486,2025-04-30,2025,T2,4,Abril,30,Quarta-feira,0
487,2025-05-01,2025,T2,5,Maio,1,Quinta-feira,0
488,2025-05-02,2025,T2,5,Maio,2,Sexta-feira,0
489,2025-05-03,2025,T2,5,Maio,3,Sábado,1
490,2025-05-04,2025,T2,5,Maio,4,Domingo,1
491,2025-05-05,2025,T2,5,Maio,5,Segunda-feira,0
492,2025-05-06,2025,T2,5,Maio,6,Terça-feira,0
493,2025-05-07,2025,T2,5,Maio,7,Quarta-feira,0
494,2025-05-08,2025,T2,5,Maio,8,Quinta-feira,0
495,2025-05-09,2025,T2,5,Maio,9,Sexta-feira,0
496,2025-05-10,2025,T2,5,Maio,10,Sábado,1
497,2025-05-11,2025,T2,5,Maio,11,Domingo,1
498,2025-05-12,2025,T2,5,Maio,12,Segunda-feira,0
499,2025-05-13,2025,T2,5,Maio,13,Terça-feira,0
500,2025-05-14,2025,T2,5,Maio,14,Quarta-feira,0
501,2025-05-15,2025,T2,5,Maio,15,Quinta-feira,0
502,2025-05-16,2025,T2,5,Maio,16,Sexta-feira,0
503,2025-05-17,2025,T2,5,Maio,17,Sábado,1
504,2025-05-18,2025,T2,5,Maio,18,Domingo,1
505,2025-05-19,2025,T2,5,Maio,19,Segunda-feira,0
506,2025-05-20,2025,T2,5,Maio,20,Terça-feira,0
507,2025-05-21,2025,T2,5,Maio,21,Quarta-feira,0
508,2025-05-22,2025,T2,5,Maio,22,Quinta-feira,0
509,2025-05-23,2025,T2,5,Maio,23,Sexta-feira,0
510,2025-05-24,2025,T2,5,Maio,24,Sábado,1
511,2025-05-25,2025,T2,5,Maio,25,Domingo,1
512,2025-05-26,2025,T2,5,Maio,26,Segunda-feira,0
513,2025-05-27,2025,T2,5,Maio,27,Terça-feira,0
514,2025-05-28,2025,T2,5,Maio,28,Quarta-feira,0
515,2025-05-29,2025,T2,5,Maio,29,Quinta-feira,0
516,2025-05-30,2025,T2,5,Maio,30,Sexta-feira,0
517,2025-05-31,2025,T2,5,Maio,31,Sábado,1
518,2025-06-01,2025,T2,6,Junho,1,Domingo,1
519,2025-06-02,2025,T2,6,Junho,2,Segunda-feira,0
520,2025-06-03,2025,T2,6,Junho,3,Terça-feira,0
521,2025-06-04,2025,T2,6,Junho,4,Quarta-feira,0
522,2025-06-05,2025,T2,6,Junho,5,Quinta-feira,0
523,2025-06-06,2025,T2,6,Junho,6,Sexta-feira,0
524,2025-06-07,2025,T2,6,Junho,7,Sábado,1
525,2025-06-08,2025,T2,6,Junho,8,Domingo,1
526,2025-06-09,2025,T2,6,Junho,9,Segunda-feira,0
527,2025-06-10,2025,T2,6,Junho,10,Terça-feira,0
528,2025-06-11,2025,T2,6,Junho,11,Quarta-feira,0
529,2025-06-12,2025,T2,6,Junho,12,Quinta-feira,0
530,2025-06-13,2025,T2,6,Junho,13,Sexta-feira,0
531,2025-06-14,2025,T2,6,Junho,14,Sábado,1
532,2025-06-15,2025,T2,6,Junho,15,Domingo,1
533,2025-06-16,2025,T2,6,Junho,16,Segunda-feira,0
534,2025-06-17,2025,T2,6,Junho,17,Terça-feira,0
535,2025-06-18,2025,T2,6,Junho,18,Quarta-feira,0
536,2025-06-19,2025,T2,6,Junho,19,Quinta-feira,0
537,2025-06-20,2025,T2,6,Junho,20,Sexta-feira,0
538,2025-06-21,2025,T2,6,Junho,21,Sábado,1
539,2025-06-22,2025,T2,6,Junho,22,Domingo,1
540,2025-06-23,2025,T2,6,Junho,23,Segunda-feira,0
541,2025-06-24,2025,T2,6,Junho,24,Terça-feira,0
542,2025-06-25,2025,T2,6,Junho,25,Quarta-feira,0
543,2025-06-26,2025,T2,6,Junho,26,Quinta-feira,0
544,2025-06-27,2025,T2,6,Junho,27,Sexta-feira,0
545,2025-06-28,2025,T2,6,Junho,28,Sábado,1
546,2025-06-29,2025,T2,6,Junho,29,Domingo,1
547,2025-06-30,2025,T2,6,Junho,30,Segunda-feira,0
548,2025-07-01,2025,T3,7,Julho,1,Terça-feira,0
549,2025-07-02,2025,T3,7,Julho,2,Quarta-feira,0
550,2025-07-03,2025,T3,7,Julho,3,Quinta-feira,0
551,2025-07-04,2025,T3,7,Julho,4,Sexta-feira,0
552,2025-07-05,2025,T3,7,Julho,5,Sábado,1
553,2025-07-06,2025,T3,7,Julho,6,Domingo,1
554,2025-07-07,2025,T3,7,Julho,7,Segunda-feira,0
555,2025-07-08,2025,T3,7,Julho,8,Terça-feira,0
556,2025-07-09,2025,T3,7,Julho,9,Quarta-feira,0
557,2025-07-10,2025,T3,7,Julho,10,Quinta-feira,0
558,2025-07-11,2025,T3,7,Julho,11,Sexta-feira,0
559,2025-07-12,2025,T3,7,Julho,12,Sábado,1
560,2025-07-13,2025,T3,7,Julho,13,Domingo,1
561,2025-07-14,2025,T3,7,Julho,14,Segunda-feira,0
562,2025-07-15,2025,T3,7,Julho,15,Terça-feira,0
563,2025-07-16,2025,T3,7,Julho,16,Quarta-feira,0
564,2025-07-17,2025,T3,7,Julho,17,Quinta-feira,0
565,2025-07-18,2025,T3,7,Julho,18,Sexta-feira,0
566,2025-07-19,2025,T3,7,Julho,19,Sábado,1
567,2025-07-20,2025,T3,7,Julho,20,Domingo,1
568,2025-07-21,2025,T3,7,Julho,21,Segunda-feira,0
569,2025-07-22,2025,T3,7,Julho,22,Terça-feira,0
570,2025-07-23,2025,T3,7,Julho,23,Quarta-feira,0
571,2025-07-24,2025,T3,7,Julho,24,Quinta-feira,0
572,2025-07-25,2025,T3,7,Julho,25,Sexta-feira,0
573,2025-07-26,2025,T3,7,Julho,26,Sábado,1
574,2025-07-27,2025,T3,7,Julho,27,Domingo,1
575,2025-07-28,2025,T3,7,Julho,28,Segunda-feira,0
576,2025-07-29,2025,T3,7,Julho,29,Terça-feira,0
577,2025-07-30,2025,T3,7,Julho,30,Quarta-feira,0
578,2025-07-31,2025,T3,7,Julho,31,Quinta-feira,0
579,2025-08-01,2025,T3,8,Agosto,1,Sexta-feira,0
580,2025-08-02,2025,T3,8,Agosto,2,Sábado,1
581,2025-08-03,2025,T3,8,Agosto,3,Domingo,1
582,2025-08-04,2025,T3,8,Agosto,4,Segunda-feira,0
583,2025-08-05,2025,T3,8,Agosto,5,Terça-feira,0
584,2025-08-06,2025,T3,8,Agosto,6,Quarta-feira,0
585,2025-08-07,2025,T3,8,Agosto,7,Quinta-feira,0
586,2025-08-08,2025,T3,8,Agosto,8,Sexta-feira,0
587,2025-08-09,2025,T3,8,Agosto,9,Sábado,1
588,2025-08-10,2025,T3,8,Agosto,10,Domingo,1
589,2025-08-11,2025,T3,8,Agosto,11,Segunda-feira,0
590,2025-08-12,2025,T3,8,Agosto,12,Terça-feira,0
591,2025-08-13,2025,T3,8,Agosto,13,Quarta-feira,0
592,2025-08-14,2025,T3,8,Agosto,14,Quinta-feira,0
593,2025-08-15,2025,T3,8,Agosto,15,Sexta-feira,0
594,2025-08-16,2025,T3,8,Agosto,16,Sábado,1
595,2025-08-17,2025,T3,8,Agosto,17,Domingo,1
596,2025-08-18,2025,T3,8,Agosto,18,Segunda-feira,0
597,2025-08-19,2025,T3,8,Agosto,19,Terça-feira,0
598,2025-08-20,2025,T3,8,Agosto,20,Quarta-feira,0
599,2025-08-21,2025,T3,8,Agosto,21,Quinta-feira,0
600,2025-08-22,2025,T3,8,Agosto,22,Sexta-feira,0
601,2025-08-23,2025,T3,8,Agosto,23,Sábado,1
602,2025-08-24,2025,T3,8,Agosto,24,Domingo,1
603,2025-08-25,2025,T3,8,Agosto,25,Segunda-feira,0
604,2025-08-26,2025,T3,8,Agosto,26,Terça-feira,0
605,2025-08-27,2025,T3,8,Agosto,27,Quarta-feira,0
606,2025-08-28,2025,T3,8,Agosto,28,Quinta-feira,0
607,2025-08-29,2025,T3,8,Agosto,29,Sexta-feira,0
608,2025-08-30,2025,T3,8,Agosto,30,Sábado,1
609,2025-08-31,2025,T3,8,Agosto,31,Domingo,1
610,2025-09-01,2025,T3,9,Setembro,1,Segunda-feira,0
611,2025-09-02,2025,T3,9,Setembro,2,Terça-feira,0
612,2025-09-03,2025,T3,9,Setembro,3,Quarta-feira,0
613,2025-09-04,2025,T3,9,Setembro,4,Quinta-feira,0
614,2025-09-05,2025,T3,9,Setembro,5,Sexta-feira,0
615,2025-09-06,2025,T3,9,Setembro,6,Sábado,1
616,2025-09-07,2025,T3,9,Setembro,7,Domingo,1
617,2025-09-08,2025,T3,9,Setembro,8,Segunda-feira,0
618,2025-09-09,2025,T3,9,Setembro,9,Terça-feira,0
619,2025-09-10,2025,T3,9,Setembro,10,Quarta-feira,0
620,2025-09-11,2025,T3,9,Setembro,11,Quinta-feira,0
621,2025-09-12,2025,T3,9,Setembro,12,Sexta-feira,0
622,2025-09-13,2025,T3,9,Setembro,13,Sábado,1
623,2025-09-14,2025,T3,9,Setembro,14,Domingo,1
624,2025-09-15,2025,T3,9,Setembro,15,Segunda-feira,0
625,2025-09-16,2025,T3,9,Setembro,16,Terça-feira,0
626,2025-09-17,2025,T3,9,Setembro,17,Quarta-feira,0
627,2025-09-18,2025,T3,9,Setembro,18,Quinta-feira,0
628,2025-09-19,2025,T3,9,Setembro,19,Sexta-feira,0
629,2025-09-20,2025,T3,9,Setembro,20,Sábado,1
630,2025-09-21,2025,T3,9,Setembro,21,Domingo,1
631,2025-09-22,2025,T3,9,Setembro,22,Segunda-feira,0
632,2025-09-23,2025,T3,9,Setembro,23,Terça-feira,0
633,2025-09-24,2025,T3,9,Setembro,24,Quarta-feira,0
634,2025-09-25,2025,T3,9,Setembro,25,Quinta-feira,0
635,2025-09-26,2025,T3,9,Setembro,26,Sexta-feira,0
636,2025-09-27,2025,T3,9,Setembro,27,Sábado,1
637,2025-09-28,2025,T3,9,Setembro,28,Domingo,1
638,2025-09-29,2025,T3,9,Setembro,29,Segunda-feira,0
639,2025-09-30,2025,T3,9,Setembro,30,Terça-feira,0
640,2025-10-01,2025,T4,10,Outubro,1,Quarta-feira,0
641,2025-10-02,2025,T4,10,Outubro,2,Quinta-feira,0
642,2025-10-03,2025,T4,10,Outubro,3,Sexta-feira,0
643,2025-10-04,2025,T4,10,Outubro,4,Sábado,1
644,2025-10-05,2025,T4,10,Outubro,5,Domingo,1
645,2025-10-06,2025,T4,10,Outubro,6,Segunda-feira,0
646,2025-10-07,2025,T4,10,Outubro,7,Terça-feira,0
647,2025-10-08,2025,T4,10,Outubro,8,Quarta-feira,0
648,2025-10-09,2025,T4,10,Outubro,9,Quinta-feira,0
649,2025-10-10,2025,T4,10,Outubro,10,Sexta-feira,0
650,2025-10-11,2025,T4,10,Outubro,11,Sábado,1
651,2025-10-12,2025,T4,10,Outubro,12,Domingo,1
652,2025-10-13,2025,T4,10,Outubro,13,Segunda-feira,0
653,2025-10-14,2025,T4,10,Outubro,14,Terça-feira,0
654,2025-10-15,2025,T4,10,Outubro,15,Quarta-feira,0
655,2025-10-16,2025,T4,10,Outubro,16,Quinta-feira,0
656,2025-10-17,2025,T4,10,Outubro,17,Sexta-feira,0
657,2025-10-18,2025,T4,10,Outubro,18,Sábado,1
658,2025-10-19,2025,T4,10,Outubro,19,Domingo,1
659,2025-10-20,2025,T4,10,Outubro,20,Segunda-feira,0
660,2025-10-21,2025,T4,10,Outubro,21,Terça-feira,0
661,2025-10-22,2025,T4,10,Outubro,22,Quarta-feira,0
662,2025-10-23,2025,T4,10,Outubro,23,Quinta-feira,0
663,2025-10-24,2025,T4,10,Outubro,24,Sexta-feira,0
664,2025-10-25,2025,T4,10,Outubro,25,Sábado,1
665,2025-10-26,2025,T4,10,Outubro,26,Domingo,1
666,2025-10-27,2025,T4,10,Outubro,27,Segunda-feira,0
667,2025-10-28,2025,T4,10,Outubro,28,Terça-feira,0
668,2025-10-29,2025,T4,10,Outubro,29,Quarta-feira,0
669,2025-10-30,2025,T4,10,Outubro,30,Quinta-feira,0
670,2025-10-31,2025,T4,10,Outubro,31,Sexta-feira,0
671,2025-11-01,2025,T4,11,Novembro,1,Sábado,1
672,2025-11-02,2025,T4,11,Novembro,2,Domingo,1
673,2025-11-03,2025,T4,11,Novembro,3,Segunda-feira,0
674,2025-11-04,2025,T4,11,Novembro,4,Terça-feira,0
675,2025-11-05,2025,T4,11,Novembro,5,Quarta-feira,0
676,2025-11-06,2025,T4,11,Novembro,6,Quinta-feira,0
677,2025-11-07,2025,T4,11,Novembro,7,Sexta-feira,0
678,2025-11-08,2025,T4,11,Novembro,8,Sábado,1
679,2025-11-09,2025,T4,11,Novembro,9,Domingo,1
680,2025-11-10,2025,T4,11,Novembro,10,Segunda-feira,0
681,2025-11-11,2025,T4,11,Novembro,11,Terça-feira,0
682,2025-11-12,2025,T4,11,Novembro,12,Quarta-feira,0
683,2025-11-13,2025,T4,11,Novembro,13,Quinta-feira,0
684,2025-11-14,2025,T4,11,Novembro,14,Sexta-feira,0
685,2025-11-15,2025,T4,11,Novembro,15,Sábado,1
686,2025-11-16,2025,T4,11,Novembro,16,Domingo,1
687,2025-11-17,2025,T4,11,Novembro,17,Segunda-feira,0
688,2025-11-18,2025,T4,11,Novembro,18,Terça-feira,0
689,2025-11-19,2025,T4,11,Novembro,19,Quarta-feira,0
690,2025-11-20,2025,T4,11,Novembro,20,Quinta-feira,0
691,2025-11-21,2025,T4,11,Novembro,21,Sexta-feira,0
692,2025-11-22,2025,T4,11,Novembro,22,Sábado,1
693,2025-11-23,2025,T4,11,Novembro,23,Domingo,1
694,2025-11-24,2025,T4,11,Novembro,24,Segunda-feira,0
695,2025-11-25,2025,T4,11,Novembro,25,Terça-feira,0
696,2025-11-26,2025,T4,11,Novembro,26,Quarta-feira,0
697,2025-11-27,2025,T4,11,Novembro,27,Quinta-feira,0
698,2025-11-28,2025,T4,11,Novembro,28,Sexta-feira,0
699,2025-11-29,2025,T4,11,Novembro,29,Sábado,1
700,2025-11-30,2025,T4,11,Novembro,30,Domingo,1
701,2025-12-01,2025,T4,12,Dezembro,1,Segunda-feira,0
702,2025-12-02,2025,T4,12,Dezembro,2,Terça-feira,0
703,2025-12-03,2025,T4,12,Dezembro,3,Quarta-feira,0
704,2025-12-04,2025,T4,12,Dezembro,4,Quinta-feira,0
705,2025-12-05,2025,T4,12,Dezembro,5,Sexta-feira,0
706,2025-12-06,2025,T4,12,Dezembro,6,Sábado,1
707,2025-12-07,2025,T4,12,Dezembro,7,Domingo,1
708,2025-12-08,2025,T4,12,Dezembro,8,Segunda-feira,0
709,2025-12-09,2025,T4,12,Dezembro,9,Terça-feira,0
710,2025-12-10,2025,T4,12,Dezembro,10,Quarta-feira,0
711,2025-12-11,2025,T4,12,Dezembro,11,Quinta-feira,0
712,2025-12-12,2025,T4,12,Dezembro,12,Sexta-feira,0
713,2025-12-13,2025,T4,12,Dezembro,13,Sábado,1
714,2025-12-14,2025,T4,12,Dezembro,14,Domingo,1
715,2025-12-15,2025,T4,12,Dezembro,15,Segunda-feira,0
716,2025-12-16,2025,T4,12,Dezembro,16,Terça-feira,0
717,2025-12-17,2025,T4,12,Dezembro,17,Quarta-feira,0
718,2025-12-18,2025,T4,12,Dezembro,18,Quinta-feira,0
719,2025-12-19,2025,T4,12,Dezembro,19,Sexta-feira,0
720,2025-12-20,2025,T4,12,Dezembro,20,Sábado,1
721,2025-12-21,2025,T4,12,Dezembro,21,Domingo,1
722,2025-12-22,2025,T4,12,Dezembro,22,Segunda-feira,0
723,2025-12-23,2025,T4,12,Dezembro,23,Terça-feira,0
724,2025-12-24,2025,T4,12,Dezembro,24,Quarta-feira,0
725,2025-12-25,2025,T4,12,Dezembro,25,Quinta-feira,0
726,2025-12-26,2025,T4,12,Dezembro,26,Sexta-feira,0
727,2025-12-27,2025,T4,12,Dezembro,27,Sábado,1
728,2025-12-28,2025,T4,12,Dezembro,28,Domingo,1
729,2025-12-29,2025,T4,12,Dezembro,29,Segunda-feira,0
730,2025-12-30,2025,T4,12,Dezembro,30,Terça-feira,0
731,2025-12-31,2025,T4,12,Dezembro,31,Quarta-feira,0
